gs_name	DE
GO_POLYSOME	rpl39;rps23;rpl11;rpl8;rps21;rpl31;rpl32;rpl10
GO_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	rps7;rpl11;rrm2b;mif
GO_MACROLIDE_BINDING	fkbp1aa;fkbp5;fkbp1ab
GO_REGULATION_OF_HISTONE_H3_K9_TRIMETHYLATION	kdm4aa;pih1d1;mecp2
GO_ACYLGLYCEROL_TRANSPORT	ntd5;mttp
GO_ORGANIC_ANION_TRANSPORT	mid1ip1b;mif;SLC6A13;slc7a3a;slc1a5;slc25a5;slc16a9a;slc25a15b;slc16a3;slc22a6l;mttp;slc6a7;slc13a5b;avp;slc13a5a;agtr2
GO_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	ndufs3;atp5mc1;nr1d1;cox8a;atp5mc3b;gnas;COQ10A;atp5mf;mt2;mecp2;ndufa4;cox7c;sdhc;cyc1;tpi1b;ndufb9;ndufa6;ndufs7;adh5;sdhdb;phkg1a;ndufa11;gsr;avp;ugp2a
GO_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT	ndufs3;cox8a;mecp2;ndufa4;cox7c;sdhc;cyc1;ndufb9;ndufa6;ndufs7;sdhdb;ndufa11
GO_RESPIRATORY_CHAIN_COMPLEX	ndufs3;cox8a;ndufa4;sdhc;cyc1;ndufb9;ndufa6;ndufs7;si:dkey-88p24.11;sdhdb;ndufa11
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CIRCULATORY_RENIN_ANGIOTENSIN	atp6ap2;agtr2
GO_HETEROCHROMATIN	kdm4aa;rrp8;cbx8b;mecp2;mphosph8;wdr76;snai1b
GO_HUMORAL_IMMUNE_RESPONSE	rpl39;hist2h2l;rps19;zgc:114046;psmb10;cd59;blnk
GO_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS	upf3a;glulb;hnrnpd;rpl3;rps11;eif4a1a;rps7;tmem258;rpl39;rps23;srm;rps16;rpl29;rps2;rps5;rpl34;rps15;rpl11;rpl23;uba52;rpl7;rpl4;atp5mc1;oaz1a;rpl8;rplp1;atp5mc3b;rps18;prkcq;uck1;rpl37;eif5a;rps21;eif3m;bhmt;tet2;atp5mf;rpl31;mt2;mgst3a;rplp0;per1a;tet3;stat5a;ddost;itm2cb;cyc1;eef1g;rpl32;nme2b.1;dio2;gpc4;gpt2;apip;rpl10;trmt112;rps19;slc25a15b;MTERF4;sptssa;tmem14ca;pkz;aprt;mrpl20;phospho1;agtr2;pigw;si:ch211-165d12.4
GO_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY	rpl3;rpl11;rplp0;rpl10;mrpl20
GO_PLASMINOGEN_ACTIVATION	hist2h2l;ntd5;clec3ba
GO_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	rps7;rpl11;rpl23
GO_ANTIBIOTIC_CATABOLIC_PROCESS	prdx2;mt2;sult2st1;adh5
GO_INHIBITORY_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	gabra4;gabra6b
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	ddt;ccl25b;mif
GO_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	ndufs3;nr1d1;cox8a;gnas;COQ10A;mt2;mecp2;ndufa4;cox7c;sdhc;cyc1;ndufb9;ndufa6;ndufs7;sdhdb;phkg1a;ndufa11;ugp2a
GO_ICOSANOID_BIOSYNTHETIC_PROCESS	cbr1;mif;mgst3a;avp
GO_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	rps7;rpl11
GO_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	mid1ip1b;trib3;avp
GO_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	hnrnpd;h2afx;otud4;cct5;ccnt1;nucks1a;cd40;rbfox3a;rad50;cbx8b;prkcq;sltm;riok1;mecp2;rbm19;mphosph8;akap17a;nsrp1;h1fx;trmt112;dimt1l;tfr1a;ten1;si:dkey-108k21.21
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_2_BIOSYNTHETIC_PROCESS	prkcq;stat5a
GO_INTERLEUKIN_2_BIOSYNTHETIC_PROCESS	prkcq;stat5a
GO_NEGATIVE_REGULATION_OF_CHROMATIN_ORGANIZATION	kdm4aa;pih1d1;mecp2;h1fx;si:dkey-108k21.21
GO_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	SLC6A13;slc7a3a;slc1a5;slc25a15b;slc6a7
GO_ANION_TRANSPORT	fxyd1;mid1ip1b;slc5a5;mif;SLC6A13;slc7a3a;slc1a5;gabra4;slc25a5;slc12a7b;slc16a9a;slc12a9;slc25a15b;slc16a3;slc22a6l;gabra6b;mttp;slc6a7;slc13a5b;avp;slc13a5a;agtr2
GO_TETRAPYRROLE_BINDING	nr1d1;cyp3c1;sdhc;cyc1;sdhdb
GO_ACTIVIN_BINDING	fkbp1aa;fkbp1ab;fstl3
GO_E_BOX_BINDING	nr1d1;per1a;neurod1;snai1b
GO_FIBRONECTIN_BINDING	ctsla;fstl3
GO_NEGATIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION	siah2l;higd1a;slc25a5;avp
GO_DOUBLE_STRANDED_DNA_BINDING	nr4a1;creb1b;hnrnpd;pcbp3;nucks1a;vezf1b;nr1d1;nfatc3a;rad50;mef2d;pih1d1;dbpa;mecp2;pbx2;per1a;stat5a;npas4a;cnbpa;nme2b.1;rbbp4;irf1b;h1fx;neurod1;nfatc2a;MTERF4;snai1b;tbx6;bsx;gata4;si:dkey-108k21.21
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_RENIN_ANGIOTENSIN	atp6ap2;agtr2
GO_PROTEIN_LOCALIZATION_TO_MEMBRANE	rpl3;rps11;rps7;rpl39;rps23;rps16;rpl29;rps2;rps5;rpl34;rps15;rpl11;rpl23;uba52;vps37c;rpl7;rpl4;rpl8;rplp1;gbp1;rps18;rpl37;ssr3;rps21;rpl31;rplp0;mff;rpl32;ssr2;ppp2r5a;gpc4;rpl10;rps19;nkd2a;pigw
GO_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	cnr1;si:ch211-76m11.3
GO_DNA_METHYLATION	gnas;mecp2;atf7ip;tet3;mphosph8
GO_DNA_MODIFICATION	otud4;gnas;tet2;mecp2;atf7ip;tet3;mphosph8
GO_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	otud4;nr1d1;si:ch211-76m11.3
GO_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION	mt2;neurod1;agtr2
GO_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN	ndufs3;cox8a;mecp2;ndufa4;cox7c;sdhc;cyc1;ndufb9;ndufa6;ndufs7;sdhdb;ndufa11
GO_ELECTRON_TRANSPORT_CHAIN	ndufs3;cox8a;mecp2;ndufa4;cox7c;sdhc;cyc1;ndufb9;ndufa6;ndufs7;adh5;sdhdb;ndufa11;gsr
GO_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY	rps5;rps15;rps19
GO_TRANSCRIPTION_COFACTOR_BINDING	creb1b;rpl23;nr1d1;per1a
GO_MITOTIC_NUCLEAR_ENVELOPE_REASSEMBLY	ppp2r1bb;banf1;zgc:56064
GO_ORGANIC_HYDROXY_COMPOUND_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	rbp4;slc16a3
GO_UNSATURATED_FATTY_ACID_BIOSYNTHETIC_PROCESS	cbr1;mif;avp
GO_QUINONE_BINDING	COQ10A;ndufs7;sdhdb
GO_LIGAND_GATED_ANION_CHANNEL_ACTIVITY	gabra4;gabra6b
GO_NEGATIVE_REGULATION_OF_MACROPHAGE_MIGRATION	ddt;mif
GO_C4_DICARBOXYLATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	slc13a5b;slc13a5a
GO_L_ORNITHINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	slc7a3a;slc25a15b
GO_METHIONINE_BIOSYNTHETIC_PROCESS	bhmt;apip
GO_DNA_DEMETHYLATION	otud4;tet2;tet3
GO_NEGATIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS	trib3;pgp;cnr1;snai1b
GO_NEGATIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	mif;ntd5
GO_ORNITHINE_TRANSPORT	slc7a3a;slc25a15b
GO_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT	mid1ip1b;atp5mc1;atp5mc3b;atp5mf;cyc1;ucp2;slc25a15b
GO_ISOPRENOID_METABOLIC_PROCESS	rbp4;rdh12;cyp3c1;gpc4;adh5
GO_REGULATION_OF_CHROMATIN_SILENCING	atf7ip;mphosph8;h1fx;si:dkey-108k21.21
GO_AMINO_ACID_SALVAGE	bhmt;apip
GO_CYTOKINE_METABOLIC_PROCESS	prkcq;stat5a;irf1b
GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_IV	ndufa4
GO_NEGATIVE_REGULATION_OF_HISTONE_H3_K9_TRIMETHYLATION	kdm4aa;pih1d1
GO_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE	rpl39;hist2h2l;rps19;zgc:114046
GO_NEGATIVE_REGULATION_OF_VASCULAR_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	nfatc3a;nfatc2a
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_HORMONE	atp6ap2;agtr2
GO_INNATE_IMMUNE_RESPONSE_IN_MUCOSA	rpl39;hist2h2l;zgc:114046
GO_THYROID_HORMONE_GENERATION	slc5a5;dio2
GO_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	rps7;rps16;rps5;rps15;rps21;riok1;rps19
GO_GABA_GATED_CHLORIDE_ION_CHANNEL_ACTIVITY	gabra4;gabra6b
GO_CELLULAR_COMPONENT_DISASSEMBLY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS	cecr2;acin1b;sharpin
GO_GLYCEROL_ETHER_METABOLIC_PROCESS	TXN;txn
GO_FATTY_ACID_BIOSYNTHETIC_PROCESS	cbr1;mid1ip1b;trib3;mif;cyp3c1;avp
GO_ELECTRON_TRANSFER_ACTIVITY	ndufs3;cox8a;ndufa4;cox7c;sdhc;cyc1;adh5;sdhdb;gsr
GO_MONOCARBOXYLIC_ACID_TRANSPORT	mid1ip1b;mif;SLC6A13;slc16a9a;slc16a3;agtr2
GO_NEGATIVE_REGULATION_OF_REGULATORY_T_CELL_DIFFERENTIATION	irf1b
GO_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS	cbr1;mid1ip1b;trib3;nr1d1;mif;cyp3c1;avp
GO_INTERLEUKIN_2_PRODUCTION	gbp1;prkcq;stat5a
GO_ANION_HOMEOSTASIS	slc12a7b;slc12a9;lipg
GO_THYROID_HORMONE_METABOLIC_PROCESS	slc5a5;dio2
GO_COPULATION	cnr1;avp
GO_REGULATION_OF_HISTONE_H3_K9_METHYLATION	kdm4aa;pih1d1;mecp2
GO_CELLULAR_METABOLIC_COMPOUND_SALVAGE	uck1;bhmt;apip;aprt
GO_RESPIRATORY_BURST_INVOLVED_IN_INFLAMMATORY_RESPONSE	prdx2;rps19
GO_ANTIBACTERIAL_HUMORAL_RESPONSE	rpl39;hist2h2l;zgc:114046
GO_CELLULAR_AMINO_ACID_BIOSYNTHETIC_PROCESS	glulb;bhmt;gpt2;apip
GO_LARGE_RIBOSOMAL_SUBUNIT_RRNA_BINDING	rpl23;rplp0
GO_S_ADENOSYLMETHIONINE_METABOLIC_PROCESS	bhmt;apip
GO_DITERPENOID_METABOLIC_PROCESS	rbp4;rdh12;gpc4;adh5
GO_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_I	ndufs3;ndufa4;ndufb9;ndufa6;ndufs7;si:dkey-88p24.11;ndufa11
GO_NADH_DEHYDROGENASE_ACTIVITY	ndufs3;ndufa4;ndufb9;ndufa6;ndufs7
GO_RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	atp5mc1;atp5mc3b;uck1;atp5mf;cyc1;nme2b.1
GO_MONONUCLEAR_CELL_MIGRATION	hist2h2l;ccl25b;rps19;cmklr1
GO_NEUTRAL_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	slc1a5;slc6a7
GO_EXTRACELLULAR_MEMBRANE_BOUNDED_ORGANELLE	phospho1
GO_DNA_DEALKYLATION	otud4;tet2;tet3
GO_NEGATIVE_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	ptpn12
GO_REGULATION_OF_BLOOD_PRESSURE	atp6ap2;mecp2;adh5;kcnk6;cnr1;avp;agtr2
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	ddt;mif
GO_POSITIVE_REGULATION_OF_TRIGLYCERIDE_LIPASE_ACTIVITY	ntd5
GO_CHROMATIN	creb1b;h2afx;kdm4aa;hist2h2l;rrp8;nucks1a;rsf1b.1;nr1d1;cecr2;rad50;cbx8b;mef2d;mecp2;mphosph8;rbbp4;irf1b;h1fx;nfatc2a;wdr76;zgc:114046;snai1b;tbx6;si:dkey-108k21.21
GO_C4_DICARBOXYLATE_TRANSPORT	slc13a5b;slc13a5a
GO_NEGATIVE_REGULATION_OF_INSULIN_SECRETION	pim3;jagn1a;ucp2
GO_HISTONE_H3_K9_TRIMETHYLATION	kdm4aa;pih1d1;mecp2
GO_MEIOTIC_COHESIN_COMPLEX	smc1a;smc1al
GO_CHYLOMICRON	ntd5
GO_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_INTERCONVERSION	rrm2b;nme2b.1;gsr
GO_MONOVALENT_INORGANIC_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	slc5a5;atp5mc1;cox8a;atp5mc3b;ndufa4;SLC6A13;cox7c;slc12a7b;slc12a9;kcnk6;slc6a7;slc13a5b;slc13a5a
GO_CELLULAR_MODIFIED_AMINO_ACID_METABOLIC_PROCESS	slc5a5;dio2;apip
GO_NEGATIVE_REGULATION_OF_DNA_ENDOREDUPLICATION	smc1a;smc1al
GO_NEGATIVE_REGULATION_OF_HISTONE_H3_K9_METHYLATION	kdm4aa;pih1d1
GO_INORGANIC_ANION_TRANSPORT	fxyd1;slc5a5;gabra4;slc12a7b;slc12a9;slc22a6l;gabra6b
GO_L_LACTATE_DEHYDROGENASE_ACTIVITY	ldhba
GO_RESPIRATORY_CHAIN_COMPLEX_II	sdhc;sdhdb
GO_SUCCINATE_DEHYDROGENASE_ACTIVITY	sdhc;sdhdb
GO_POLYAMINE_BIOSYNTHETIC_PROCESS	srm;oaz1a
GO_TYPE_I_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_BINDING	fkbp1aa;fkbp1ab
GO_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	rpl3;rpl11;rpl7;rplp0;rpl10;mrpl20
GO_ETHER_METABOLIC_PROCESS	TXN;txn
GO_CYSTEINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS	mt2;avp
GO_CHLORIDE_ION_HOMEOSTASIS	slc12a7b;slc12a9
GO_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE	rpl39;hist2h2l;zgc:114046
GO_MITOCHONDRIAL_ENVELOPE	txnipa;chchd2;ndufs3;uba52;atp5mc1;cox8a;atp5mc3b;COQ10A;atp5mf;higd1a;mt2;ndufa4;cox7c;sdhc;mff;cyc1;nme2b.1;ndufb9;ndufa6;slc25a5;ndufs7;mtx3;ucp2;cox14;gcat;vrk2;si:dkey-88p24.11;atp5md;sdhdb;slc25a15b;micos10;cnr1;ndufa11;tmem14ca;mrpl20
GO_POSITIVE_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION	hcls1
GO_DNA_ENDOREDUPLICATION	smc1a;smc1al
GO_NEGATIVE_REGULATION_OF_HISTONE_METHYLATION	kdm4aa;pih1d1;mecp2
GO_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY	rps7;rpl11;rpl23
GO_PROTEIN_PHOSPHATASE_TYPE_2A_COMPLEX	ppp2r1bb;zgc:56064;ppp2r5a
GO_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	kdm4aa;rad50;pih1d1;mecp2;h1fx;psmg2;ten1;si:dkey-108k21.21
GO_POSITIVE_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	mid1ip1b;avp
GO_NEGATIVE_REGULATION_OF_HISTONE_ACETYLATION	pih1d1;mecp2
GO_REGULATION_OF_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS	tsc22d3
GO_RENAL_SODIUM_EXCRETION	avp;agtr2
GO_L_ALPHA_AMINO_ACID_TRANSMEMBRANE_TRANSPORT	slc7a3a;slc1a5;slc25a15b
GO_MRNA_METABOLIC_PROCESS	hnrnpd;pcbp3;lsm7;ccnt1;zranb2;prpf38b;mfap1;srek1ip1;zc3h3;rbfox3a;snrpb;dhx16;acin1b;u2surp;pdcd7;sltm;rbbp6;pnn;cd2bp2;rbm27;rbm19;akap17a;nsrp1;snrnp35;zcrb1;rbmx2
GO_NEGATIVE_REGULATION_OF_TRANSMISSION_OF_NERVE_IMPULSE	avp
GO_BONE_TRABECULA_FORMATION	mmp2
GO_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS	tsc22d3
GO_NUCLEAR_ENVELOPE_REASSEMBLY	ppp2r1bb;banf1;zgc:56064
GO_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	fxyd1;slc5a5;atp5mc1;cox8a;atp5mc3b;ndufa4;SLC6A13;cox7c;slc7a3a;slc1a5;gabra4;slc25a5;slc12a7b;slc16a9a;slc12a9;slc25a15b;kcnk6;slc16a3;cnr1;slc22a6l;tfr1a;gabra6b;slc6a7;slc13a5b;slc13a5a
GO_ACTIVATING_TRANSCRIPTION_FACTOR_BINDING	creb1b;mef2d;neurod1;tbx6;gata4
GO_RESPONSE_TO_CORTICOTROPIN_RELEASING_HORMONE	nr4a1
GO_WATER_TRANSPORT	avp
GO_RESPONSE_TO_SELENIUM_ION	selenow1
GO_HISTONE_BINDING	h2afx;kdm4aa;hist2h2l;rrp8;rsf1b.1;anp32a;cbx8b;daxx;pih1d1;mphosph8;ctsla;rbbp4
GO_AMINO_ACID_TRANSPORT	SLC6A13;slc7a3a;slc1a5;slc25a15b;slc6a7;avp
GO_RNA_SPLICING	hnrnpd;lsm7;ppp2r1bb;zranb2;prpf38b;mfap1;srek1ip1;ppig;rbfox3a;snrpb;dhx16;acin1b;u2surp;pdcd7;zgc:56064;pnn;cd2bp2;rbm19;akap17a;nsrp1;snrnp35;zcrb1;rbmx2
GO_REGULATION_OF_ICOSANOID_SECRETION	mif;agtr2
GO_POSITIVE_REGULATION_OF_HISTONE_H3_K9_ACETYLATION	pih1d1
GO_FEVER_GENERATION	cnr1
GO_ASPARTATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	bhmt;gcat;apip
GO_AMACRINE_CELL_DIFFERENTIATION	neurod1
GO_ANTIMICROBIAL_HUMORAL_RESPONSE	rpl39;hist2h2l;rps19;zgc:114046
GO_DICARBOXYLIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	slc13a5b;slc13a5a
GO_L_PROLINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	slc6a7
GO_PROLINE_TRANSMEMBRANE_TRANSPORT	slc6a7
GO_HYPEROSMOTIC_RESPONSE	dub;avp
GO_VITAMIN_CATABOLIC_PROCESS	cbr1
GO_CELLULAR_BIOGENIC_AMINE_METABOLIC_PROCESS	srm;oaz1a;bhmt;mecp2
GO_GABA_RECEPTOR_ACTIVITY	gabra4;gabra6b
GO_ACROSOME_ASSEMBLY	TXN;txn
GO_NEGATIVE_REGULATION_OF_BLOOD_PRESSURE	kcnk6;cnr1;agtr2
GO_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS	prdx2;mt2
GO_REGULATION_OF_COFACTOR_METABOLIC_PROCESS	prdx2;mt2;tmem14ca
GO_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX	atp5mc1;atp5mc3b;atp5mf;atp5md
GO_L_THREONINE_CATABOLIC_PROCESS_TO_GLYCINE	gcat
GO_RESPONSE_TO_GONADOTROPIN	slc5a5;ctsla
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_MEDIATED_BY_A_CHEMICAL_SIGNAL	atp6ap2;agtr2
GO_COLLAGEN_CATABOLIC_PROCESS	mmp2;ctsla
GO_RESPONSE_TO_CORTISOL	klf9
GO_TRANSCRIPTION_COREPRESSOR_BINDING	nr1d1;per1a
GO_PRC1_COMPLEX	cbx8b;bmi1a
GO_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	otud4;nr1d1;irf1b;si:ch211-76m11.3
GO_THIOREDOXIN_PEROXIDASE_ACTIVITY	prdx2
GO_RESPIRATORY_CHAIN_COMPLEX_III	cyc1
GO_REGULATION_OF_DNA_REPLICATION	smc1a;ppp2r1bb;nucks1a;smc1al;rbbp6;zgc:56064
GO_HFE_TRANSFERRIN_RECEPTOR_COMPLEX	tfr1a
GO_POSITIVE_REGULATION_OF_BLOOD_PRESSURE	adh5;cnr1;avp
GO_COFACTOR_CATABOLIC_PROCESS	cbr1;prdx2;mt2
GO_DRUG_METABOLIC_PROCESS	cbr1;prdx2;bhmt;cyp3c1;mt2;stat5a;sult2st1;gcat;apip;adh5
GO_REGULATION_OF_MACROPHAGE_MIGRATION	ddt;mif;cmklr1
GO_NUCLEAR_NUCLEOSOME	hist2h2l;mphosph8
GO_MYELOID_LEUKOCYTE_MIGRATION	ddt;ccl25b;mif;stat5a;jagn1a;rps19;cmklr1
GO_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	higd1a;mff;avp
GO_RNA_POLYMERASE_II_TRANSCRIPTION_FACTOR_BINDING	spen;hcls1;tbx6;gata4
GO_THREONINE_TYPE_PEPTIDASE_ACTIVITY	psmb10
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_12_BIOSYNTHETIC_PROCESS	irf1b
GO_MACROPHAGE_MIGRATION	ddt;mif;cmklr1
GO_NEGATIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	mt2;cnr1
GO_REGULATION_OF_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	lipg
GO_NEGATIVE_REGULATION_OF_CATECHOLAMINE_SECRETION	cnr1;agtr2
GO_RESPONSE_TO_CHEMOKINE	ccl25b;cmklr1
GO_SERINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	slc1a5
GO_CCR_CHEMOKINE_RECEPTOR_BINDING	ccl25b
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	prkcq;stat5a
GO_TRIGLYCERIDE_RICH_PLASMA_LIPOPROTEIN_PARTICLE	ntd5
GO_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	slc5a5;atp5mc1;cox8a;atp5mc3b;ndufa4;SLC6A13;cox7c;slc7a3a;slc1a5;slc12a7b;slc12a9;slc25a15b;kcnk6;cnr1;tfr1a;slc6a7;slc13a5b;slc13a5a
GO_REGULATION_OF_CELLULAR_PH_REDUCTION	avp
GO_RESPONSE_TO_INTERLEUKIN_4	rpl3;tuba1c;stat5a
GO_PURINE_NUCLEOBASE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	slc25a5
GO_ALPHA_ACTININ_BINDING	alms1;xirp2a
GO_CELLULAR_RESPONSE_TO_MINERALOCORTICOID_STIMULUS	npas4a
GO_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY	nr1d1
GO_FIBROBLAST_GROWTH_FACTOR_BINDING	rps2;rps19
GO_ZYMOGEN_ACTIVATION	hist2h2l;ntd5;clec3ba
GO_REGULATION_OF_FEVER_GENERATION	cnr1
GO_AMINE_BIOSYNTHETIC_PROCESS	srm;oaz1a
GO_CHAPERONIN_CONTAINING_T_COMPLEX	cct5
GO_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS	ddt;plch1;slc5a5;rbp4;nr1d1;rdh12;cyp3c1;pgp;mecp2;cnbpa;dio2;apof;adh5;snai1b;agtr2
GO_NUCLEAR_CHROMOSOME	creb1b;h2afx;smc1a;hist2h2l;nucks1a;rsf1b.1;nr1d1;smc1al;cecr2;rad50;cbx8b;mef2d;pole4;mphosph8;rbbp4;irf1b;nfatc2a;xpa;tbx6;ten1;si:dkey-108k21.21
GO_RESPONSE_TO_CELL_CYCLE_CHECKPOINT_SIGNALING	smc1a;smc1al
GO_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	siah2l;pih1d1;mt2;avp
GO_PROTON_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	atp5mc1;cox8a;atp5mc3b;ndufa4;cox7c
GO_MONOVALENT_INORGANIC_ANION_HOMEOSTASIS	slc12a7b;slc12a9
GO_CELLULAR_HORMONE_METABOLIC_PROCESS	rbp4;rdh12;cyp3c1;stat5a
GO_L_SERINE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	slc1a5
GO_L_SERINE_TRANSPORT	slc1a5
GO_POLYSACCHARIDE_DIGESTION	CABZ01079192.1
GO_REGULATION_OF_POLYAMINE_TRANSMEMBRANE_TRANSPORT	oaz1a
GO_TYPE_B_PANCREATIC_CELL_PROLIFERATION	nr4a1;nr1d1
GO_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	atp5mc1;atp5mc3b;uck1;atp5mf;cyc1;nme2b.1
GO_DNA_REPLICATION_DEPENDENT_NUCLEOSOME_ORGANIZATION	rbbp4
GO_REGULATION_OF_MACROPHAGE_CHEMOTAXIS	ddt;mif;cmklr1
GO_CHROMOSOME	creb1b;h2afx;smc1a;ppp2r1bb;kdm4aa;hist2h2l;rrp8;nucks1a;rsf1b.1;banf1;nr1d1;smc1al;cecr2;rad50;cbx8b;mef2d;pole4;daxx;rbbp6;mecp2;zgc:56064;rbm19;tet3;cfdp1;mphosph8;ppp2r5a;rbbp4;irf1b;h1fx;nfatc2a;xpa;wdr76;zgc:114046;snai1b;tbx6;ten1;si:dkey-108k21.21
GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL	ccl25b
GO_KETONE_CATABOLIC_PROCESS	cbr1
GO_INORGANIC_ANION_EXCHANGER_ACTIVITY	slc22a6l
GO_BENZODIAZEPINE_RECEPTOR_ACTIVITY	gabra4;gabra6b
GO_POSITIVE_REGULATION_OF_RENAL_SODIUM_EXCRETION	agtr2
GO_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	higd1a;avp
GO_PEPTIDYL_LYSINE_TRIMETHYLATION	kdm4aa;tet2;pih1d1;mecp2;tet3
GO_RESPONSE_TO_OXYGEN_RADICAL	prdx2;mt2;ucp2
GO_ESTROGEN_16_ALPHA_HYDROXYLASE_ACTIVITY	cyp3c1
GO_MONOTERPENOID_METABOLIC_PROCESS	cyp3c1
